,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
178,Ashley Williams,Wales,CB,6.0,Everton,LCB,5.0,83,182,91,32,CB,4,2,69,57,81,80,85,83,81,28,83,72,37,45
179,Leighton Baines,England,0,0.0,Everton,LB,3.0,83,170,70,32,LB,3,3,79,78,81,82,82,74,80,75,80,75,70,90
180,Kasper Schmeichel,Denmark,GK,1.0,Leicester City,GK,1.0,83,185,76,30,GK,3,1,24,12,14,13,14,33,78,14,20,60,12,26
181,Borja Valero,Spain,0,0.0,Fiorentina,RF,20.0,83,175,73,32,CAM/CF,4,4,88,86,58,62,66,52,84,76,70,68,67,72
182,Hatem Ben Arfa,France,0,0.0,PSG,Sub,21.0,83,178,74,30,CAM/ST,4,5,86,91,33,23,43,67,75,74,40,77,79,87
183,Joe Hart,England,GK,1.0,Torino,GK,21.0,83,196,91,29,GK,3,1,20,23,14,13,14,28,77,14,25,60,14,68
184,Juanfran,Spain,0,0.0,Atlético Madrid,RB,20.0,83,180,72,32,RB,3,3,79,77,83,80,84,78,82,68,78,87,54,66
185,Wesley Sneijder,Netherlands,Sub,20.0,Galatasaray,CAM,10.0,83,170,72,32,CAM,5,3,85,83,32,37,41,65,76,74,45,73,72,76
186,Nani,Portugal,Sub,17.0,Valencia CF,LW,17.0,83,175,66,30,LW/CAM/LM,4,5,86,87,15,20,22,62,80,77,31,79,75,72
187,Stephan Lichtsteiner,Switzerland,RB,2.0,Juventus,RB,26.0,83,182,74,33,RB/RM,3,2,75,76,78,82,82,84,80,68,82,83,50,66
188,Wayne Rooney,England,Sub,10.0,Manchester Utd,Sub,10.0,83,176,83,31,CAM/CM,4,3,80,77,48,37,54,81,83,85,54,73,84,79
189,Daniele De Rossi,Italy,CDM,16.0,Roma,RCM,16.0,83,184,83,33,CDM,4,2,78,64,75,82,84,84,80,55,87,69,50,75
190,José Reina,Spain,Sub,23.0,Napoli,GK,25.0,83,188,92,34,GK,3,1,23,10,12,24,22,32,82,13,22,63,14,24
191,Quaresma,Portugal,RM,20.0,Beşiktaş,RM,7.0,83,175,67,33,RM/LM,4,5,87,89,10,13,17,62,78,75,24,83,70,74
192,Marco Asensio,Spain,0,0.0,Real Madrid,Sub,20.0,82,178,70,21,CAM/LM/LW,3,4,85,82,30,41,45,45,78,72,45,78,75,62
193,Bernardo Silva,Portugal,Sub,11.0,AS Monaco,RM,10.0,83,173,64,22,RM/CAM,3,4,86,86,46,35,44,58,83,78,49,77,76,64
194,Islam Slimani,Algeria,0,0.0,Leicester City,Sub,19.0,82,188,79,28,ST,3,2,76,74,34,24,48,88,84,86,54,76,81,72
195,Jonathan Tah,Germany,0,0.0,Bayer 04,Sub,4.0,82,194,98,21,CB,4,2,64,55,82,80,86,70,81,27,80,78,19,38
196,Anthony Martial,France,0,0.0,Manchester Utd,LW,11.0,82,184,76,21,LM/ST,4,4,84,88,35,38,39,59,81,80,42,91,82,71
197,Dele Alli,England,CAM,16.0,Spurs,LS,20.0,82,188,80,20,CAM/LM,3,3,83,80,57,57,60,84,83,84,65,76,79,52
198,Ederson,Brazil,Sub,23.0,SL Benfica,GK,1.0,82,188,83,23,GK,2,1,30,21,9,8,15,27,85,16,25,62,14,17
199,Mohamed Salah,Egypt,ST,10.0,Roma,RF,11.0,82,175,72,24,RW,2,4,87,87,37,41,43,63,80,83,55,92,78,61
200,Sadio Mané,Senegal,0,0.0,Liverpool,RW,19.0,82,175,75,24,RW,3,4,82,85,33,38,33,71,78,82,29,92,81,71
201,Lucas Vázquez,Spain,0,0.0,Real Madrid,Sub,17.0,82,173,69,25,RW/RM,4,3,82,81,23,37,51,65,85,81,44,81,77,56
202,Franco Vázquez,Italy,0,0.0,Sevilla FC,Sub,22.0,82,186,82,28,CAM/ST/CF,3,3,89,88,33,37,40,80,81,74,54,67,77,67
203,Manu Trigueros,Spain,0,0.0,Villarreal CF,RCM,14.0,82,178,71,25,CM,4,4,84,81,53,58,73,68,81,77,69,73,71,65
204,Samuel Umtiti,France,LCB,22.0,FC Barcelona,CB,23.0,82,181,75,23,CB,3,2,73,69,80,83,85,79,75,58,86,75,51,61
205,Stefan Savić,Montenegro,0,0.0,Atlético Madrid,RCB,15.0,82,186,73,26,CB,3,2,66,47,85,84,82,83,78,29,84,65,34,37
206,Roque Mesa,Spain,0,0.0,UD Las Palmas,CDM,15.0,82,171,73,27,CDM/CM,3,2,82,72,72,80,79,92,79,67,81,78,67,42
207,Loris Karius,Germany,0,0.0,Liverpool,Sub,1.0,82,190,87,23,GK,3,1,23,16,13,13,11,18,82,8,13,50,18,19
208,Alessandro Florenzi,Italy,0,0.0,Roma,Sub,24.0,82,173,67,26,RB/CM,3,3,83,79,73,77,79,79,79,82,76,84,76,76
209,Virgil van Dijk,Netherlands,LCB,4.0,Southampton,LCB,17.0,82,193,92,25,CB,3,2,71,69,82,81,85,76,74,41,83,76,55,62
210,Jack Butland,England,0,0.0,Stoke City,Sub,1.0,82,196,95,24,GK,3,1,26,21,16,11,13,32,73,16,27,45,16,42
211,Morata,Spain,Sub,7.0,Real Madrid,Sub,21.0,82,189,85,24,ST/LW,4,3,83,82,14,20,14,54,80,83,24,86,81,72
212,Lucas,Brazil,0,0.0,PSG,Sub,7.0,82,172,72,24,RW/LW,3,4,84,88,39,48,43,67,75,78,50,91,72,75
213,Yevhen Konoplyanka,Ukraine,0,0.0,FC Schalke 04,Sub,11.0,82,178,78,27,LM,4,4,85,86,21,31,38,48,76,75,37,88,80,75
214,Francesco Acerbi,Italy,0,0.0,Sassuolo,RCB,15.0,82,192,88,28,CB,3,2,67,57,86,83,86,70,83,20,84,64,37,72
215,Nolito,Spain,0,0.0,Manchester City,Sub,9.0,82,175,72,30,LW/LM,3,4,83,81,30,25,39,73,84,82,58,76,81,74
216,Granit Xhaka,Switzerland,LDM,10.0,Arsenal,Sub,29.0,82,185,82,24,CDM/CM,4,3,80,70,71,68,75,90,83,77,76,54,49,59
217,Stefan de Vrij,Netherlands,Sub,15.0,Lazio,RCB,3.0,82,189,78,25,CB,4,2,72,61,85,82,86,75,78,32,86,69,25,41
218,Jonathan Viera,Spain,0,0.0,UD Las Palmas,LCM,21.0,82,170,64,27,CM/CAM,4,3,83,88,29,58,67,56,79,79,69,77,78,74
219,Pizzi,Portugal,0,0.0,SL Benfica,CM,21.0,82,172,66,27,CM/LM,4,4,82,83,62,52,65,68,83,85,70,76,78,76
220,Serge Aurier,Ivory Coast,RB,23.0,PSG,Sub,19.0,82,176,76,24,RB,3,3,79,76,78,83,82,81,82,74,78,85,65,66
221,Grzegorz Krychowiak,Poland,RCM,10.0,PSG,Sub,4.0,82,186,85,27,CDM,3,2,75,63,75,72,85,89,77,52,81,71,42,78
222,Kevin Kampl,Slovenia,Sub,20.0,Bayer 04,LDM,44.0,82,178,65,26,CM/CDM,4,4,82,86,45,56,70,64,82,76,74,75,65,64
223,Dejan Lovren,Croatia,0,0.0,Liverpool,LCB,6.0,82,188,84,27,CB,4,2,67,64,80,86,85,87,75,21,82,58,33,52
224,Gary Medel,Chile,RCB,17.0,Inter,Sub,17.0,82,171,71,29,CDM/CB,4,2,74,68,78,82,84,89,80,58,86,76,31,62
225,Idrissa Gueye,Senegal,0,0.0,Everton,RDM,17.0,82,174,72,27,CDM/CM,3,2,79,75,78,82,84,80,81,67,85,77,50,54
226,Víctor Ruíz,Spain,0,0.0,Villarreal CF,LCB,6.0,82,185,78,28,CB,2,2,71,53,83,85,84,82,77,39,83,62,37,46
227,Ricardo Rodríguez,Switzerland,LB,13.0,VfL Wolfsburg,LCB,34.0,82,180,77,24,LB/CB,3,3,80,78,78,84,81,79,82,68,82,74,59,83
228,Xherdan Shaqiri,Switzerland,RAM,23.0,Stoke City,RM,22.0,82,169,72,25,RM/LM,4,4,83,84,51,53,52,64,79,77,65,84,74,65
229,Ciro Immobile,Italy,LS,11.0,Lazio,ST,17.0,82,185,85,27,ST,3,3,79,77,31,32,33,77,85,86,40,85,86,76
230,Nathaniel Clyne,England,Sub,12.0,Liverpool,RB,2.0,82,175,67,25,RB/RWB,3,3,75,77,81,86,83,76,75,72,77,86,54,46
231,Iborra,Spain,0,0.0,Sevilla FC,Sub,8.0,82,195,88,29,CDM/CM,4,2,80,67,85,75,84,78,75,82,85,54,72,72
232,Jack Wilshere,England,0,0.0,Bournemouth,Sub,32.0,82,172,68,25,CM/CDM,2,3,84,84,61,65,63,83,80,80,61,73,64,65
233,Shinji Kagawa,Japan,0,0.0,Bor. Dortmund,Sub,23.0,82,172,64,28,CAM/CF,4,4,84,87,30,27,24,30,81,80,56,66,76,78
234,Kevin Trapp,Germany,0,0.0,PSG,GK,1.0,82,189,88,26,GK,4,1,24,10,10,10,14,30,79,12,22,52,13,17
235,Taison,Brazil,Sub,22.0,Shakhtar Donetsk,LM,28.0,82,172,64,29,LM/CAM,3,4,85,87,38,40,53,56,79,74,49,91,76,72
236,Kyle Walker,England,RB,2.0,Spurs,RWB,2.0,82,183,83,26,RB/RWB,2,2,75,75,79,84,81,78,77,66,75,93,51,63
237,Marlos,Brazil,0,0.0,Shakhtar Donetsk,RM,11.0,82,174,69,28,RM,3,5,88,87,45,42,49,58,77,77,51,82,76,74
238,Luiz Gustavo,Brazil,0,0.0,VfL Wolfsburg,LDM,22.0,82,187,80,29,CDM/CM,3,2,73,69,78,87,87,88,80,51,84,67,46,58
239,Giuliano,Brazil,Sub,18.0,Zenit,RCM,7.0,82,172,68,26,CAM/RM,3,4,82,84,47,38,43,71,81,79,42,79,78,75
240,Gylfi Sigurðsson,Iceland,0,0.0,Swansea City,LM,23.0,82,186,77,27,CAM/CF,3,3,82,78,55,57,58,57,77,80,37,69,81,80
241,Yacine Brahimi,Algeria,0,0.0,FC Porto,LM,8.0,82,175,66,27,LW,3,4,84,89,24,25,36,46,80,76,38,75,75,75
242,Marko Arnautović,Austria,LF,7.0,Stoke City,LM,10.0,82,192,83,27,LM/LW,4,4,85,84,47,30,57,73,73,79,46,78,75,78
243,Jordan Henderson,England,RDM,8.0,Liverpool,CDM,14.0,82,182,67,26,CDM/CM,3,3,80,74,73,76,80,80,79,74,79,73,67,64
244,Orestis Karnezis,Greece,GK,1.0,Udinese,GK,1.0,82,190,79,31,GK,3,1,23,15,13,24,15,18,78,10,23,34,23,21
245,Mamadou Sakho,France,0,0.0,Crystal Palace,LCB,12.0,81,187,83,27,CB,2,2,61,50,78,81,84,85,72,32,81,68,23,40
246,Adil Rami,France,Sub,5.0,Sevilla FC,RCB,23.0,82,190,88,31,CB,3,2,64,53,81,78,84,83,75,24,84,63,45,48
247,Fernando Néstor Muslera,Uruguay,GK,1.0,Galatasaray,GK,1.0,82,190,84,30,GK,2,1,23,25,17,16,16,32,78,13,23,62,10,24
248,Vedran Ćorluka,Croatia,0,0.0,Lokomotiv Moscow,RCB,14.0,82,192,84,31,CB,3,3,73,65,83,82,83,81,77,45,77,65,47,49
249,Edin Džeko,Bosnia Herzegovina,0,0.0,Roma,ST,9.0,82,193,84,31,ST,4,2,79,75,11,16,28,51,78,87,50,65,86,70
250,Séamus Coleman,Republic of Ireland,RB,2.0,Everton,Sub,23.0,82,177,77,28,RB,3,3,77,78,83,84,84,78,81,76,77,79,65,60
251,Javier Hernández,Mexico,ST,14.0,Bayer 04,ST,7.0,82,175,73,28,ST,3,3,79,76,22,25,29,59,82,88,26,79,87,76
252,Beñat,Spain,0,0.0,Athletic Bilbao,LCM,7.0,82,175,72,30,CM,3,2,80,73,59,65,76,79,80,78,70,55,69,69
253,Lars Bender,Germany,0,0.0,Bayer 04,RDM,8.0,82,185,80,27,CDM/CM,3,2,75,72,76,82,85,78,82,69,87,69,59,52
254,Axel Witsel,Belgium,LCM,6.0,Free Agents,Res,99.0,82,186,73,28,CM/CDM,3,4,85,83,69,71,73,78,81,75,80,74,71,81
255,Morgan Schneiderlin,France,0,0.0,Everton,LDM,2.0,82,185,75,27,CDM/CM,3,2,79,75,76,80,82,84,81,67,84,66,64,56
256,Kevin Mirallas,Belgium,Sub,11.0,Everton,LM,11.0,82,182,70,29,LM/LW,4,4,85,84,40,53,55,58,76,80,35,86,78,75
257,Carlos Vela,Mexico,RW,11.0,Real Sociedad,RW,11.0,82,177,75,28,RW/ST,2,4,81,82,12,14,22,57,77,80,37,83,79,72
258,Emiliano Viviano,Italy,0,0.0,Sampdoria,GK,2.0,82,195,90,31,GK,2,1,22,18,19,12,10,18,77,10,10,33,17,21
259,Antonio Valencia,Ecuador,RM,16.0,Manchester Utd,RB,25.0,82,181,78,31,RB,1,3,80,82,78,77,82,84,84,78,80,85,58,55
260,Gonzalo Castro,Germany,0,0.0,Bor. Dortmund,LCM,27.0,82,172,74,29,CM/RM,4,3,82,80,72,78,70,63,84,78,78,72,69,58
261,Falcao,Colombia,0,0.0,AS Monaco,RS,9.0,82,177,72,31,ST,4,3,81,74,16,19,42,72,82,85,41,68,83,84
262,Diego Alves,Brazil,Sub,12.0,Valencia CF,GK,1.0,82,187,83,31,GK,2,1,15,14,14,15,13,44,79,13,19,54,20,24
263,Andrea Consigli,Italy,0,0.0,Sassuolo,GK,47.0,82,189,82,30,GK,3,1,23,10,12,19,17,11,75,10,15,34,10,21
264,João Moutinho,Portugal,Sub,8.0,AS Monaco,Sub,8.0,82,170,61,30,CM/CAM,4,3,82,81,68,66,72,74,81,74,73,67,73,70
265,Moussa Dembélé,Belgium,Sub,19.0,Spurs,LCM,19.0,82,185,88,29,CM/CDM,2,4,84,85,67,65,80,74,78,71,78,77,66,67
266,Michael Krohn-Dehli,Denmark,Sub,14.0,Sevilla FC,Sub,7.0,82,170,68,33,LM/CAM,4,3,82,79,54,61,73,67,85,84,75,69,78,76
267,Loïc Perrin,France,0,0.0,AS Saint-Étienne,LCB,24.0,82,181,80,31,CB,3,2,74,62,85,83,86,81,76,56,82,72,64,68
268,Lucas Biglia,Argentina,RCM,6.0,Lazio,CDM,20.0,82,178,63,31,CDM/CM,4,3,84,76,70,77,80,83,80,55,82,69,52,72
269,Benoît Costil,France,Sub,23.0,Stade Rennais,GK,1.0,82,188,86,29,GK,3,1,12,13,16,14,11,22,77,12,22,53,14,15
270,Raúl Albiol,Spain,0,0.0,Napoli,RCB,33.0,82,190,82,31,CB,3,2,67,54,85,83,85,79,78,30,83,62,27,37
271,Mario Gómez,Germany,ST,23.0,VfL Wolfsburg,ST,33.0,82,189,88,31,ST,4,2,75,74,20,20,24,72,80,84,20,75,84,74
272,Gabi,Spain,0,0.0,Atlético Madrid,RCM,14.0,82,180,74,33,CM/CDM,3,2,79,74,76,74,79,82,80,72,82,65,67,83
273,Diego López,Spain,0,0.0,RCD Espanyol,GK,13.0,82,196,89,35,GK,3,1,23,11,14,14,13,36,79,11,16,52,12,21
274,Raffael,Brazil,0,0.0,Bor. M'gladbach,LS,11.0,82,174,69,32,CF/ST,4,4,83,87,29,31,42,66,84,82,53,72,81,72
275,Alejandro Gómez,Argentina,0,0.0,Atalanta,LS,10.0,82,165,68,29,LW/CF,4,4,86,87,24,34,30,56,78,78,40,86,72,69
276,Gonzalo Rodríguez,Argentina,0,0.0,Fiorentina,CB,2.0,82,182,79,32,CB,3,2,72,62,82,82,85,80,76,32,84,68,44,74
277,Vincent Enyeama,Nigeria,0,0.0,LOSC Lille,GK,1.0,82,182,87,34,GK,3,1,23,11,12,11,12,39,76,10,21,54,19,75
278,Kaká,Brazil,0,0.0,Orlando City,Res,10.0,82,186,83,34,CAM/CF,4,4,84,81,14,31,31,45,77,79,42,69,74,84
279,Fernandinho,Brazil,Sub,17.0,Manchester City,Sub,25.0,82,179,67,31,CDM/CM,4,3,76,78,73,78,81,87,82,68,86,77,70,61
280,David Villa,Spain,0,0.0,NYCFC,ST,7.0,82,175,69,35,ST,5,4,85,82,22,38,28,67,82,86,29,72,86,88
281,Victor Valdés,Spain,0,0.0,Middlesbrough,GK,26.0,82,183,78,35,GK,3,1,30,12,10,10,12,36,75,12,21,45,12,26
282,Per Mertesacker,Germany,0,0.0,Arsenal,Sub,4.0,82,198,90,32,CB,3,2,65,39,86,84,87,69,83,43,88,28,36,42
283,Patrice Evra,France,0,0.0,Olym. Marseille,LB,21.0,82,174,76,35,LB/LM,2,3,75,74,82,86,82,82,78,68,86,73,33,57
284,Xabi Alonso,Spain,0,0.0,FC Bayern,Sub,14.0,82,183,80,35,CDM/CM,4,2,81,75,62,70,74,77,81,77,84,33,56,80
285,Michael Carrick,England,0,0.0,Manchester Utd,CDM,16.0,82,188,74,35,CDM/CM,3,2,80,71,75,72,79,67,85,66,83,52,59,64
286,Andrea Pirlo,Italy,0,0.0,NYCFC,CM,21.0,82,177,68,37,CM/CDM,4,2,86,76,40,39,49,49,88,48,57,33,58,84
287,Casillas,Spain,0,0.0,FC Porto,GK,1.0,82,185,84,35,GK,2,1,23,25,11,13,11,23,77,16,22,57,12,24
288,Ousmane Dembélé,France,RM,11.0,Bor. Dortmund,RW,7.0,81,178,67,19,RM/CAM,5,5,82,88,29,27,29,54,79,78,34,91,77,70
289,Corentin Tolisso,France,Sub,6.0,Olym. Lyonnais,LCM,8.0,81,181,78,22,CM/CDM,3,3,78,74,75,73,80,81,81,78,78,75,75,70
290,Marcelo Brozović,Croatia,0,0.0,Inter,Sub,77.0,81,181,68,24,CM/CDM,4,3,84,81,64,70,72,68,77,76,72,75,66,69
291,Federico Bernardeschi,Italy,Sub,21.0,Fiorentina,LF,10.0,81,183,75,23,RM/LM,3,4,87,86,34,37,34,52,78,78,34,83,71,72
292,Niklas Süle,Germany,Sub,11.0,1899 Hoffenheim,RCB,25.0,81,195,95,21,CB,3,2,46,42,82,82,86,77,79,26,84,68,20,32
293,Domenico Berardi,Italy,0,0.0,Sassuolo,RW,25.0,81,183,72,22,RW,3,3,86,85,22,30,30,80,75,81,26,85,78,80
294,Morgan Sanson,France,0,0.0,Olym. Marseille,LCM,8.0,81,180,72,22,CDM/RM,4,3,80,81,73,76,82,76,79,74,81,77,75,68
295,Samu Castillejo,Spain,0,0.0,Villarreal CF,RM,19.0,81,182,67,22,RM/LM,2,4,81,83,22,25,43,48,79,81,52,87,69,59
296,Adrien Rabiot,France,Sub,18.0,PSG,CDM,25.0,81,188,71,21,CM,3,2,81,79,66,68,77,74,80,73,77,70,66,68
297,Leon Goretzka,Germany,0,0.0,FC Schalke 04,CAM,8.0,81,189,79,22,CM/CDM,4,3,81,79,71,78,77,84,82,75,82,84,66,51
298,Quincy Promes,Netherlands,LW,7.0,Spartak Moscow,RM,10.0,81,174,70,25,RM/ST,4,4,82,83,25,27,24,60,81,79,27,91,82,72
299,Andrea Belotti,Italy,RS,23.0,Torino,ST,9.0,81,181,72,23,ST,5,3,76,76,15,32,23,79,78,85,31,82,86,77
300,Jonas Hector,Germany,LB,3.0,1. FC Köln,LB,14.0,81,185,75,26,LB/CDM,3,3,81,74,77,81,81,70,80,62,81,77,55,65
301,Mateo Kovačić,Croatia,0,0.0,Real Madrid,Sub,16.0,81,178,77,22,CM,4,4,87,88,52,61,65,71,68,67,69,78,58,59
302,Sergio Rico,Spain,Sub,13.0,Sevilla FC,GK,1.0,81,194,88,23,GK,3,1,12,14,18,11,11,27,78,11,23,53,14,24
303,Oleg Shatov,Russia,0,0.0,Zenit,LW,17.0,81,173,73,26,LM/RW,4,4,82,82,38,42,45,70,77,78,63,90,75,60
304,Jorginho,Italy,0,0.0,Napoli,Sub,8.0,81,180,65,25,CM,3,3,84,77,63,70,75,78,81,72,78,77,57,84
305,Florian Thauvin,France,Sub,17.0,Olym. Marseille,RW,26.0,81,179,70,24,RW/RM,3,4,82,84,29,31,29,56,83,80,43,78,74,57
306,Michy Batshuayi,Belgium,Sub,22.0,Chelsea,Sub,23.0,80,185,78,23,ST,4,3,77,78,16,22,26,59,79,83,23,84,83,67
307,Iñigo Martínez,Spain,0,0.0,Real Sociedad,LCB,6.0,81,181,77,25,CB,2,2,67,53,85,84,81,86,75,48,82,72,42,39
308,Suso,Spain,0,0.0,Milan,RW,8.0,81,176,70,23,RW,3,4,86,86,19,18,23,23,78,76,21,81,70,68
309,Deulofeu,Spain,Sub,14.0,Milan,LW,7.0,81,179,73,23,RM/LW,4,4,86,89,20,22,30,40,77,78,25,92,74,70
310,Felipe Anderson,Brazil,0,0.0,Lazio,RW,10.0,81,175,70,23,RW/RM,4,4,86,87,24,42,44,31,74,70,26,91,71,53
311,Jasper Cillessen,Netherlands,Sub,23.0,FC Barcelona,Sub,13.0,81,185,83,27,GK,3,1,32,12,18,11,12,25,78,11,25,50,10,21
312,Wissam Ben Yedder,France,0,0.0,Sevilla FC,Sub,12.0,81,170,68,26,ST,5,4,83,85,28,26,21,55,80,83,44,84,84,74
313,Lucas Pérez,Spain,0,0.0,Arsenal,Sub,9.0,81,180,73,28,ST,3,4,82,81,24,26,24,69,81,81,38,78,85,79
314,Ross Barkley,England,Sub,22.0,Everton,RM,8.0,81,189,76,23,CAM/CM,5,3,86,85,56,52,60,73,77,71,45,80,70,65
315,Cédric Bakambu,DR Congo,0,0.0,Villarreal CF,LS,17.0,81,182,73,25,ST/LM,4,3,82,80,30,21,29,62,81,82,39,88,81,72
316,Bartra,Spain,0,0.0,Bor. Dortmund,LCB,5.0,81,184,73,26,CB,3,3,78,70,82,81,79,79,81,61,86,76,43,52
317,André Schürrle,Germany,Sub,9.0,Bor. Dortmund,Sub,21.0,81,184,74,26,LM/RM,4,3,79,83,23,42,40,66,82,80,44,86,80,83
318,Roberto Pereyra,Argentina,0,0.0,Watford,Sub,37.0,81,182,77,26,CM/CAM,4,4,85,84,64,70,70,66,76,80,70,81,61,72
319,Mario Gaspar,Spain,0,0.0,Villarreal CF,RB,2.0,81,182,74,26,RB,3,2,75,73,83,82,80,77,77,64,80,84,68,50
320,Fabián Orellana,Chile,Sub,14.0,Valencia CF,CAM,15.0,81,171,70,31,RW/CM/LW,4,4,84,87,18,25,37,54,80,75,31,80,75,75
321,Lukáš Hrádecký,Finland,GK,1.0,Eint. Frankfurt,GK,1.0,81,190,80,27,GK,3,1,19,10,11,13,10,31,82,9,18,44,11,20
322,Daley Blind,Netherlands,LB,5.0,Manchester Utd,LB,17.0,81,180,72,27,CB/CDM,4,2,80,73,82,77,84,71,85,64,86,58,46,56
323,De Marcos,Spain,0,0.0,Athletic Bilbao,RB,18.0,81,180,76,27,RB/RW,3,3,81,76,66,80,80,76,85,80,79,91,59,55
324,Wilfried Bony,Ivory Coast,Sub,12.0,Stoke City,Sub,12.0,81,182,90,28,ST,4,3,76,74,25,28,42,70,81,83,38,75,83,77
325,Iturraspe,Spain,0,0.0,Athletic Bilbao,Sub,8.0,81,187,75,28,CM,3,2,80,69,72,79,84,66,83,72,84,61,60,58
326,Parejo,Spain,0,0.0,Valencia CF,LCM,10.0,81,180,75,27,CM/CDM,4,3,83,75,59,51,61,68,69,79,68,55,75,83
327,Salomón Rondón,Venezuela,RS,23.0,West Brom,ST,9.0,81,189,85,27,ST,4,3,78,75,25,13,23,72,73,82,33,77,81,62
328,Daniel Carriço,Portugal,0,0.0,Sevilla FC,Sub,6.0,81,180,80,28,CB/CDM,3,2,69,58,77,81,84,89,75,57,84,60,48,62
329,Bas Dost,Netherlands,Sub,19.0,Sporting CP,RS,28.0,81,196,78,27,ST,3,2,70,60,29,26,48,72,84,87,39,66,86,77
330,James McCarthy,Republic of Ireland,LDM,8.0,Everton,Sub,16.0,81,180,72,26,CDM/CM,4,3,77,78,81,78,79,79,75,63,79,69,57,60
331,Camacho,Spain,0,0.0,Málaga CF,RDM,6.0,81,182,75,26,CDM/CM,3,2,75,64,75,74,82,86,84,66,85,59,58,48
332,Paulinho,Brazil,RCM,15.0,Free Agents,Res,99.0,81,182,77,28,CM/CDM,3,3,81,77,77,73,76,69,81,75,78,78,72,71
333,Alan Dzagoev,Russia,LDM,10.0,CSKA Moscow,RDM,10.0,81,179,75,26,CM/LM,3,3,82,78,70,70,73,69,80,76,71,75,73,65
334,Igor Smolnikov,Russia,0,0.0,Zenit,Sub,19.0,81,178,70,28,RB,3,2,72,72,83,81,78,65,80,78,71,90,61,41
335,Lars Stindl,Germany,0,0.0,Bor. M'gladbach,RS,13.0,81,181,80,28,CAM/CF,4,3,82,77,63,57,65,74,82,82,70,68,81,69
336,Mario Balotelli,Italy,0,0.0,OGC Nice,ST,9.0,81,189,88,26,ST,4,4,85,81,16,20,22,70,62,76,30,78,83,92
337,Wojciech Szczęsny,Poland,Sub,1.0,Roma,GK,1.0,81,196,84,26,GK,3,1,22,11,11,12,13,40,78,14,15,40,12,18
338,Nikola Kalinić,Croatia,0,0.0,Fiorentina,ST,9.0,81,187,80,29,ST,4,3,79,74,22,28,32,70,85,90,42,78,85,70
339,Mikel San José,Spain,0,0.0,Athletic Bilbao,RCM,6.0,81,186,77,27,CM,3,2,79,70,72,74,85,74,82,70,83,54,69,51
340,Christian Benteke,Belgium,Sub,20.0,Crystal Palace,ST,17.0,81,190,83,26,ST,4,3,80,72,25,18,30,65,71,76,29,79,79,77
341,Marco Parolo,Italy,RCM,18.0,Lazio,RCM,16.0,81,184,75,32,CM/CDM,4,3,79,75,71,82,80,80,82,82,80,76,70,45
342,Ljubomir Fejsa,Serbia,0,0.0,SL Benfica,CDM,5.0,81,185,80,28,CDM,3,2,71,69,79,77,84,91,76,59,86,53,51,56
343,Martín Cáceres,Uruguay,0,0.0,Southampton,Res,12.0,81,180,78,29,CB/RB,3,2,65,60,86,81,82,78,74,50,86,83,37,50
344,Georginio Wijnaldum,Netherlands,RCM,8.0,Liverpool,LCM,5.0,81,175,74,26,CM/CAM,3,3,84,85,59,64,67,64,82,82,70,85,76,74
345,Federico Fazio,Argentina,0,0.0,Roma,CB,20.0,81,195,85,30,CB,2,2,70,48,82,78,84,82,78,32,83,32,41,33
346,Simon Kjær,Denmark,RCB,4.0,Fenerbahçe,RCB,4.0,81,189,90,28,CB,3,2,67,42,80,80,82,80,76,31,81,69,55,46
347,Loïc Rémy,France,0,0.0,Crystal Palace,Sub,8.0,81,185,80,30,ST,3,4,76,75,23,21,24,57,77,81,48,86,80,78
348,Miguel Layún,Mexico,LCM,7.0,FC Porto,Sub,21.0,81,179,69,28,LB/RB,5,3,78,77,71,76,77,71,80,75,79,83,67,75
349,Adán,Spain,0,0.0,Real Betis,GK,13.0,81,191,88,29,GK,2,1,15,12,11,18,14,41,76,11,20,55,11,25
350,Benoît Trémoulinas,France,0,0.0,Sevilla FC,Res,2.0,81,172,65,31,LB,3,2,80,75,79,81,80,72,82,73,72,82,58,77
351,Sven Bender,Germany,0,0.0,Bor. Dortmund,Res,6.0,81,186,78,27,CB/CDM,4,2,64,58,80,87,86,86,79,49,83,67,43,42
352,Mathieu Valbuena,France,0,0.0,Olym. Lyonnais,Sub,28.0,81,167,58,32,LW/CAM,3,4,81,83,21,34,26,52,76,76,34,82,73,65
353,Bojan,Spain,0,0.0,1. FSV Mainz 05,Sub,10.0,81,170,65,26,CAM/ST,4,4,82,82,20,19,22,30,77,78,29,75,70,71
354,Augusto Fernández,Argentina,0,0.0,Atlético Madrid,Sub,12.0,81,177,71,30,CM,3,3,82,78,57,64,76,80,85,78,77,71,69,62
355,Antonio Candreva,Italy,RM,6.0,Inter,RAM,87.0,81,180,70,30,RW/CAM,4,4,85,83,54,50,58,66,80,78,59,81,74,86
356,Davide Astori,Italy,Sub,13.0,Fiorentina,LCB,13.0,81,188,80,30,CB,3,2,66,56,85,80,85,78,78,29,86,69,25,27
